household_id,sample_type,Target,Well,Cq,Cq_sd,Result,detect
HH070,produce,Ancylostoma,A3,NA,NA,Equivocal,0
HH070,produce,Ascaris,A4,33.19,0.34,Positive,1
HH070,produce,Astrovirus,A5,NA,NA,Negative,0
HH070,produce,BacHum,A6,NA,NA,Negative,0
HH070,produce,Bacteroides fragilis,B1,NA,NA,Equivocal,0
HH070,produce,Blastocystis,B2,NA,NA,Negative,0
HH070,produce,Campylobacter,B3,NA,NA,Negative,0
HH070,produce,Clostridium difficile,B4,NA,NA,Equivocal,0
HH070,produce,CrAssphage,B5,NA,NA,Negative,0
HH070,produce,Cryptosporidium,B6,NA,NA,Negative,0
HH070,produce,Cyclospora,C1,NA,NA,Negative,0
HH070,produce,Dientamoeba fragilis,C2,NA,NA,Negative,0
HH070,produce,E. coli O157,C3,NA,NA,Negative,0
HH070,produce,EAEC,C4,23.22,0.91,Positive,1
HH070,produce,EPEC,C5,NA,NA,Negative,0
HH070,produce,ETEC,C6,NA,NA,Negative,0
HH070,produce,Entamoeba histolytica,D1,NA,NA,Negative,0
HH070,produce,Enterovirus,D2,NA,NA,Negative,0
HH070,produce,Giardia,D3,NA,NA,Negative,0
HH070,produce,HF183,D4,NA,NA,Negative,0
HH070,produce,Helicobacter pylori,D5,NA,NA,Negative,0
HH070,produce,Hepatitis A,D6,NA,NA,Negative,0
HH070,produce,Hepatitis E,E1,NA,NA,Negative,0
HH070,produce,Listeria monocytogenes,E2,23.4,0.23,Positive,1
HH070,produce,MS2,E3,NA,NA,Negative,0
HH070,produce,Necator,E4,NA,NA,Negative,0
HH070,produce,No Template Control,E5,NA,NA,Equivocal,0
HH070,produce,Norovirus GI,E6,22.1,0.74,Positive,1
HH070,produce,Norovirus GII,F1,NA,NA,Negative,0
HH070,produce,Rotavirus A,F2,NA,NA,Negative,0
HH070,produce,STEC,F3,NA,NA,Negative,0
HH070,produce,Salmonella,F4,NA,NA,Negative,0
HH070,produce,Sapovirus,F5,NA,NA,Negative,0
HH070,produce,Shigella,F6,26,0.84,Positive,1
HH070,produce,Sketa22,G1,NA,NA,Negative,0
HH070,produce,Spiked_Extraction_Control,G2,NA,NA,Negative,0
HH070,produce,Strongyloides,G3,NA,NA,Negative,0
HH070,produce,Trichuris,G4,NA,NA,Negative,0
HH070,produce,Vibrio cholerae,G5,NA,NA,Negative,0
HH070,produce,Yersinia enterocolitica,G6,NA,NA,Negative,0
HH070,produce,blaCTX-M,H1,22.53,0.71,Positive,1
HH070,produce,blaNDM,H2,NA,NA,Negative,0
HH070,produce,mecA,H3,NA,NA,Equivocal,0
HH070,produce,qnrS,H4,30.57,0.28,Positive,1
HH070,produce,sul1,H5,NA,NA,Negative,0
HH070,produce,tetA,H6,NA,NA,Negative,0
HH071,compost,Adenovirus 40/41,A1,NA,NA,Negative,0
HH071,compost,Aeromonas,A2,23.74,0.75,Positive,1
HH071,compost,Ancylostoma,A3,NA,NA,Negative,0
HH071,compost,Ascaris,A4,30.66,0.92,Positive,1
HH071,compost,Astrovirus,A5,NA,NA,Negative,0
HH071,compost,BacHum,A6,NA,NA,Negative,0
HH071,compost,Bacteroides fragilis,B1,28.41,0.64,Positive,1
HH071,compost,Blastocystis,B2,NA,NA,Negative,0
HH071,compost,Campylobacter,B3,NA,NA,Negative,0
HH071,compost,Clostridium difficile,B4,NA,NA,Negative,0
HH071,compost,CrAssphage,B5,NA,NA,Negative,0
HH071,compost,Cryptosporidium,B6,NA,NA,Negative,0
HH071,compost,Cyclospora,C1,NA,NA,Negative,0
HH071,compost,Dientamoeba fragilis,C2,NA,NA,Negative,0
HH071,compost,E. coli O157,C3,NA,NA,Negative,0
HH071,compost,EAEC,C4,NA,NA,Equivocal,0
HH071,compost,EPEC,C5,31.15,0.18,Positive,1
HH071,compost,ETEC,C6,NA,NA,Negative,0
HH071,compost,Entamoeba histolytica,D1,NA,NA,Negative,0
HH071,compost,Enterovirus,D2,30.17,0.43,Positive,1
HH071,compost,Giardia,D3,NA,NA,Negative,0
HH071,compost,HF183,D4,NA,NA,Negative,0
HH071,compost,Helicobacter pylori,D5,27.09,0.62,Positive,1
HH071,compost,Hepatitis A,D6,NA,NA,Negative,0
HH071,compost,Hepatitis E,E1,NA,NA,Negative,0
HH071,compost,Listeria monocytogenes,E2,NA,NA,Negative,0
HH071,compost,MS2,E3,NA,NA,Equivocal,0
HH071,compost,Necator,E4,21.07,0.14,Positive,1
HH071,compost,No Template Control,E5,NA,NA,Negative,0
HH071,compost,Norovirus GI,E6,NA,NA,Negative,0
HH071,compost,Norovirus GII,F1,NA,NA,Negative,0
HH071,compost,Rotavirus A,F2,32.15,0.57,Positive,1
HH071,compost,STEC,F3,34.83,0.7,Positive,1
HH071,compost,Salmonella,F4,NA,NA,Negative,0
HH071,compost,Sapovirus,F5,NA,NA,Negative,0
HH071,compost,Shigella,F6,27.4,0.3,Positive,1
HH071,compost,Sketa22,G1,NA,NA,Negative,0
HH071,compost,Spiked_Extraction_Control,G2,NA,NA,Negative,0
HH071,compost,Strongyloides,G3,NA,NA,Negative,0
HH071,compost,Trichuris,G4,NA,NA,Negative,0
HH071,compost,Vibrio cholerae,G5,NA,NA,Negative,0
HH071,compost,Yersinia enterocolitica,G6,NA,NA,Negative,0
HH071,compost,blaCTX-M,H1,28.63,0.77,Positive,1
HH071,compost,blaNDM,H2,NA,NA,Negative,0
HH071,compost,mecA,H3,NA,NA,Negative,0
HH071,compost,qnrS,H4,26.41,0.49,Positive,1
HH071,compost,sul1,H5,NA,NA,Negative,0
HH071,compost,tetA,H6,NA,NA,Negative,0
HH071,effluent,Adenovirus 40/41,A1,NA,NA,Negative,0
HH071,effluent,Aeromonas,A2,NA,NA,Equivocal,0
HH071,effluent,Ancylostoma,A3,NA,NA,Negative,0
HH071,effluent,Ascaris,A4,21.78,0.5,Positive,1
HH071,effluent,Astrovirus,A5,NA,NA,Negative,0
HH071,effluent,BacHum,A6,23.39,0.3,Positive,1
HH071,effluent,Bacteroides fragilis,B1,31.81,0.66,Positive,1
HH071,effluent,Blastocystis,B2,34.26,0.96,Positive,1
HH071,effluent,Campylobacter,B3,23.34,0.52,Positive,1
HH071,effluent,Clostridium difficile,B4,NA,NA,Negative,0
HH071,effluent,CrAssphage,B5,NA,NA,Negative,0
HH071,effluent,Cryptosporidium,B6,30.23,0.29,Positive,1
HH071,effluent,Cyclospora,C1,NA,NA,Equivocal,0
HH071,effluent,Dientamoeba fragilis,C2,NA,NA,Negative,0
HH071,effluent,E. coli O157,C3,23.61,0.74,Positive,1
HH071,effluent,EAEC,C4,30.64,0.72,Positive,1
HH071,effluent,EPEC,C5,33.51,0.99,Positive,1
HH071,effluent,ETEC,C6,NA,NA,Negative,0
HH071,effluent,Entamoeba histolytica,D1,NA,NA,Negative,0
HH071,effluent,Enterovirus,D2,NA,NA,Equivocal,0
HH071,effluent,Giardia,D3,23.91,0.88,Positive,1
HH071,effluent,HF183,D4,NA,NA,Negative,0
HH071,effluent,Helicobacter pylori,D5,NA,NA,Negative,0
HH071,effluent,Hepatitis A,D6,NA,NA,Negative,0
HH071,effluent,Hepatitis E,E1,NA,NA,Negative,0
HH071,effluent,Listeria monocytogenes,E2,22.68,0.39,Positive,1
HH071,effluent,MS2,E3,32.57,0.94,Positive,1
HH071,effluent,Necator,E4,NA,NA,Negative,0
HH071,effluent,No Template Control,E5,NA,NA,Negative,0
HH071,effluent,Norovirus GI,E6,28.17,0.92,Positive,1
HH071,effluent,Norovirus GII,F1,NA,NA,Negative,0
HH071,effluent,Rotavirus A,F2,30.8,0.69,Positive,1
HH071,effluent,STEC,F3,26.97,0.81,Positive,1
HH071,effluent,Salmonella,F4,30.97,0.11,Positive,1
HH071,effluent,Sapovirus,F5,NA,NA,Negative,0
HH071,effluent,Shigella,F6,NA,NA,Negative,0
HH071,effluent,Sketa22,G1,NA,NA,Negative,0
HH071,effluent,Spiked_Extraction_Control,G2,22.19,0.36,Positive,1
HH071,effluent,Strongyloides,G3,23.57,0.16,Positive,1
HH071,effluent,Trichuris,G4,24.37,0.71,Positive,1
HH071,effluent,Vibrio cholerae,G5,22.03,0.93,Positive,1
HH071,effluent,Yersinia enterocolitica,G6,25.85,0.3,Positive,1
HH071,effluent,blaCTX-M,H1,NA,NA,Negative,0
HH071,effluent,blaNDM,H2,27.98,0.9,Positive,1
HH071,effluent,mecA,H3,NA,NA,Negative,0
HH071,effluent,qnrS,H4,27.23,0.71,Positive,1
HH071,effluent,sul1,H5,NA,NA,Negative,0
HH071,effluent,tetA,H6,NA,NA,Negative,0
HH071,produce,Adenovirus 40/41,A1,NA,NA,Negative,0
HH071,produce,Aeromonas,A2,NA,NA,Negative,0
HH071,produce,Ancylostoma,A3,NA,NA,Negative,0
HH071,produce,Ascaris,A4,NA,NA,Negative,0
HH071,produce,Astrovirus,A5,NA,NA,Negative,0
HH071,produce,BacHum,A6,NA,NA,Negative,0
HH071,produce,Bacteroides fragilis,B1,31.53,0.26,Positive,1
HH071,produce,Blastocystis,B2,NA,NA,Negative,0
HH071,produce,Campylobacter,B3,NA,NA,Negative,0
HH071,produce,Clostridium difficile,B4,NA,NA,Negative,0
HH071,produce,CrAssphage,B5,NA,NA,Negative,0
HH071,produce,Cryptosporidium,B6,NA,NA,Negative,0
HH071,produce,Cyclospora,C1,21.33,0.73,Positive,1
HH071,produce,Dientamoeba fragilis,C2,NA,NA,Negative,0
HH071,produce,E. coli O157,C3,NA,NA,Negative,0
HH071,produce,EAEC,C4,NA,NA,Negative,0
HH071,produce,EPEC,C5,21.3,0.12,Positive,1
HH071,produce,ETEC,C6,NA,NA,Negative,0
HH071,produce,Entamoeba histolytica,D1,NA,NA,Equivocal,0
HH071,produce,Enterovirus,D2,NA,NA,Negative,0
HH071,produce,Giardia,D3,NA,NA,Negative,0
HH071,produce,HF183,D4,NA,NA,Negative,0
HH071,produce,Helicobacter pylori,D5,NA,NA,Negative,0
HH071,produce,Hepatitis A,D6,NA,NA,Negative,0
HH071,produce,Hepatitis E,E1,NA,NA,Negative,0
HH071,produce,Listeria monocytogenes,E2,NA,NA,Negative,0
HH071,produce,MS2,E3,NA,NA,Negative,0
HH071,produce,Necator,E4,33.2,0.95,Positive,1
HH071,produce,No Template Control,E5,NA,NA,Negative,0
HH071,produce,Norovirus GI,E6,NA,NA,Negative,0
HH071,produce,Norovirus GII,F1,NA,NA,Negative,0
HH071,produce,Rotavirus A,F2,NA,NA,Negative,0
HH071,produce,STEC,F3,31.56,0.34,Positive,1
HH071,produce,Salmonella,F4,NA,NA,Negative,0
HH071,produce,Sapovirus,F5,NA,NA,Negative,0
HH071,produce,Shigella,F6,NA,NA,Negative,0
HH071,produce,Sketa22,G1,NA,NA,Negative,0
HH071,produce,Spiked_Extraction_Control,G2,NA,NA,Negative,0
HH071,produce,Strongyloides,G3,NA,NA,Negative,0
HH071,produce,Trichuris,G4,NA,NA,Negative,0
HH071,produce,Vibrio cholerae,G5,NA,NA,Negative,0
HH071,produce,Yersinia enterocolitica,G6,32.88,0.14,Positive,1
HH071,produce,blaCTX-M,H1,NA,NA,Negative,0
HH071,produce,blaNDM,H2,NA,NA,Negative,0
HH071,produce,mecA,H3,NA,NA,Negative,0
HH071,produce,qnrS,H4,NA,NA,Negative,0
HH071,produce,sul1,H5,NA,NA,Negative,0
HH071,produce,tetA,H6,NA,NA,Negative,0
HH072,compost,Adenovirus 40/41,A1,34.17,0.98,Positive,1
HH072,compost,Aeromonas,A2,NA,NA,Negative,0
HH072,compost,Ancylostoma,A3,NA,NA,Negative,0
HH072,compost,Ascaris,A4,NA,NA,Negative,0
HH072,compost,Astrovirus,A5,NA,NA,Negative,0
HH072,compost,BacHum,A6,NA,NA,Negative,0
HH072,compost,Bacteroides fragilis,B1,NA,NA,Negative,0
HH072,compost,Blastocystis,B2,NA,NA,Negative,0
HH072,compost,Campylobacter,B3,NA,NA,Negative,0
HH072,compost,Clostridium difficile,B4,NA,NA,Negative,0
HH072,compost,CrAssphage,B5,NA,NA,Negative,0
HH072,compost,Cryptosporidium,B6,NA,NA,Negative,0
HH072,compost,Cyclospora,C1,NA,NA,Negative,0
HH072,compost,Dientamoeba fragilis,C2,NA,NA,Negative,0
HH072,compost,E. coli O157,C3,28.56,0.6,Positive,1
HH072,compost,EAEC,C4,NA,NA,Negative,0
HH072,compost,EPEC,C5,33.04,0.84,Positive,1
HH072,compost,ETEC,C6,NA,NA,Negative,0
HH072,compost,Entamoeba histolytica,D1,NA,NA,Negative,0
HH072,compost,Enterovirus,D2,29.75,0.31,Positive,1
HH072,compost,Giardia,D3,NA,NA,Negative,0
HH072,compost,HF183,D4,NA,NA,Negative,0
HH072,compost,Helicobacter pylori,D5,NA,NA,Negative,0
HH072,compost,Hepatitis A,D6,NA,NA,Negative,0
HH072,compost,Hepatitis E,E1,NA,NA,Negative,0
HH072,compost,Listeria monocytogenes,E2,32.14,0.36,Positive,1
HH072,compost,MS2,E3,NA,NA,Negative,0
HH072,compost,Necator,E4,26.84,0.18,Positive,1
HH072,compost,No Template Control,E5,NA,NA,Equivocal,0
HH072,compost,Norovirus GI,E6,31.82,0.95,Positive,1
HH072,compost,Norovirus GII,F1,NA,NA,Negative,0
HH072,compost,Rotavirus A,F2,22.95,0.45,Positive,1
HH072,compost,STEC,F3,25.78,0.25,Positive,1
HH072,compost,Salmonella,F4,23.64,0.59,Positive,1
HH072,compost,Sapovirus,F5,NA,NA,Negative,0
HH072,compost,Shigella,F6,NA,NA,Negative,0
HH072,compost,Sketa22,G1,NA,NA,Negative,0
HH072,compost,Spiked_Extraction_Control,G2,NA,NA,Negative,0
HH072,compost,Strongyloides,G3,23.74,0.19,Positive,1
HH072,compost,Trichuris,G4,NA,NA,Negative,0
HH072,compost,Vibrio cholerae,G5,NA,NA,Negative,0
HH072,compost,Yersinia enterocolitica,G6,NA,NA,Negative,0
HH072,compost,blaCTX-M,H1,NA,NA,Negative,0
HH072,compost,blaNDM,H2,NA,NA,Negative,0
HH072,compost,mecA,H3,NA,NA,Equivocal,0
HH072,compost,qnrS,H4,26.98,0.76,Positive,1
HH072,compost,sul1,H5,NA,NA,Negative,0
HH072,compost,tetA,H6,NA,NA,Negative,0
HH072,effluent,Adenovirus 40/41,A1,NA,NA,Negative,0
HH072,effluent,Aeromonas,A2,NA,NA,Negative,0
HH072,effluent,Ancylostoma,A3,NA,NA,Equivocal,0
HH072,effluent,Ascaris,A4,24.3,0.43,Positive,1
HH072,effluent,Astrovirus,A5,NA,NA,Negative,0
HH072,effluent,BacHum,A6,33.93,0.74,Positive,1
HH072,effluent,Bacteroides fragilis,B1,20.33,0.8,Positive,1
HH072,effluent,Blastocystis,B2,NA,NA,Negative,0
HH072,effluent,Campylobacter,B3,33.58,0.91,Positive,1
HH072,effluent,Clostridium difficile,B4,NA,NA,Negative,0
HH072,effluent,CrAssphage,B5,NA,NA,Negative,0
HH072,effluent,Cryptosporidium,B6,NA,NA,Negative,0
HH072,effluent,Cyclospora,C1,NA,NA,Negative,0
HH072,effluent,Dientamoeba fragilis,C2,NA,NA,Negative,0
HH072,effluent,E. coli O157,C3,23.12,0.14,Positive,1
HH072,effluent,EAEC,C4,27.92,0.5,Positive,1
HH072,effluent,EPEC,C5,29.87,0.85,Positive,1
HH072,effluent,ETEC,C6,NA,NA,Negative,0
HH072,effluent,Entamoeba histolytica,D1,NA,NA,Negative,0
HH072,effluent,Enterovirus,D2,NA,NA,Equivocal,0
HH072,effluent,Giardia,D3,NA,NA,Negative,0
HH072,effluent,HF183,D4,NA,NA,Negative,0
HH072,effluent,Helicobacter pylori,D5,NA,NA,Negative,0
HH072,effluent,Hepatitis A,D6,NA,NA,Negative,0
HH072,effluent,Hepatitis E,E1,NA,NA,Negative,0
HH072,effluent,Listeria monocytogenes,E2,21.28,0.17,Positive,1
HH072,effluent,MS2,E3,NA,NA,Negative,0
HH072,effluent,Necator,E4,NA,NA,Equivocal,0
HH072,effluent,No Template Control,E5,NA,NA,Negative,0
HH072,effluent,Norovirus GI,E6,21.79,0.11,Positive,1
HH072,effluent,Norovirus GII,F1,NA,NA,Negative,0
HH072,effluent,Rotavirus A,F2,24.51,0.23,Positive,1
HH072,effluent,STEC,F3,21.21,0.57,Positive,1
HH072,effluent,Salmonella,F4,30.91,0.3,Positive,1
HH072,effluent,Sapovirus,F5,24.92,0.98,Positive,1
HH072,effluent,Shigella,F6,32.01,0.26,Positive,1
HH072,effluent,Sketa22,G1,22.26,0.94,Positive,1
HH072,effluent,Spiked_Extraction_Control,G2,NA,NA,Negative,0
HH072,effluent,Strongyloides,G3,21.48,0.91,Positive,1
HH072,effluent,Trichuris,G4,NA,NA,Negative,0
HH072,effluent,Vibrio cholerae,G5,29.79,0.7,Positive,1
HH072,effluent,Yersinia enterocolitica,G6,NA,NA,Negative,0
HH072,effluent,blaCTX-M,H1,30.21,0.95,Positive,1
HH072,effluent,blaNDM,H2,25.44,0.54,Positive,1
HH072,effluent,mecA,H3,NA,NA,Negative,0
HH072,effluent,qnrS,H4,31.62,0.48,Positive,1
HH072,effluent,sul1,H5,NA,NA,Negative,0
HH072,effluent,tetA,H6,NA,NA,Negative,0
HH072,produce,Adenovirus 40/41,A1,NA,NA,Negative,0
HH072,produce,Aeromonas,A2,NA,NA,Negative,0
HH072,produce,Ancylostoma,A3,NA,NA,Negative,0
HH072,produce,Ascaris,A4,NA,NA,Negative,0
HH072,produce,Astrovirus,A5,NA,NA,Negative,0
HH072,produce,BacHum,A6,NA,NA,Negative,0
HH072,produce,Bacteroides fragilis,B1,NA,NA,Negative,0
HH072,produce,Blastocystis,B2,NA,NA,Negative,0
HH072,produce,Campylobacter,B3,NA,NA,Negative,0
HH072,produce,Clostridium difficile,B4,NA,NA,Negative,0
HH072,produce,CrAssphage,B5,NA,NA,Negative,0
HH072,produce,Cryptosporidium,B6,NA,NA,Negative,0
HH072,produce,Cyclospora,C1,NA,NA,Negative,0
HH072,produce,Dientamoeba fragilis,C2,NA,NA,Negative,0
HH072,produce,E. coli O157,C3,NA,NA,Equivocal,0
HH072,produce,EAEC,C4,30.49,1,Positive,1
HH072,produce,EPEC,C5,NA,NA,Negative,0
HH072,produce,ETEC,C6,NA,NA,Negative,0
HH072,produce,Entamoeba histolytica,D1,NA,NA,Negative,0
HH072,produce,Enterovirus,D2,33.9,0.6,Positive,1
HH072,produce,Giardia,D3,NA,NA,Negative,0
HH072,produce,HF183,D4,NA,NA,Negative,0
HH072,produce,Helicobacter pylori,D5,NA,NA,Negative,0
HH072,produce,Hepatitis A,D6,34.47,0.28,Positive,1
HH072,produce,Hepatitis E,E1,NA,NA,Negative,0
HH072,produce,Listeria monocytogenes,E2,NA,NA,Negative,0
HH072,produce,MS2,E3,NA,NA,Negative,0
HH072,produce,Necator,E4,NA,NA,Negative,0
HH072,produce,No Template Control,E5,NA,NA,Negative,0
HH072,produce,Norovirus GI,E6,NA,NA,Negative,0
HH072,produce,Norovirus GII,F1,NA,NA,Equivocal,0
HH072,produce,Rotavirus A,F2,NA,NA,Negative,0
HH072,produce,STEC,F3,30.52,0.53,Positive,1
HH072,produce,Salmonella,F4,NA,NA,Negative,0
HH072,produce,Sapovirus,F5,NA,NA,Negative,0
HH072,produce,Shigella,F6,NA,NA,Negative,0
HH072,produce,Sketa22,G1,NA,NA,Negative,0
HH072,produce,Spiked_Extraction_Control,G2,NA,NA,Negative,0
HH072,produce,Strongyloides,G3,NA,NA,Negative,0
HH072,produce,Trichuris,G4,NA,NA,Negative,0
HH072,produce,Vibrio cholerae,G5,NA,NA,Negative,0
HH072,produce,Yersinia enterocolitica,G6,NA,NA,Negative,0
HH072,produce,blaCTX-M,H1,NA,NA,Negative,0
HH072,produce,blaNDM,H2,NA,NA,Negative,0
HH072,produce,mecA,H3,NA,NA,Negative,0
HH072,produce,qnrS,H4,NA,NA,Negative,0
HH072,produce,sul1,H5,NA,NA,Negative,0
HH072,produce,tetA,H6,NA,NA,Negative,0
HH073,compost,Adenovirus 40/41,A1,NA,NA,Negative,0
HH073,compost,Aeromonas,A2,NA,NA,Negative,0
HH073,compost,Ancylostoma,A3,NA,NA,Negative,0
HH073,compost,Ascaris,A4,NA,NA,Negative,0
HH073,compost,Astrovirus,A5,NA,NA,Negative,0
HH073,compost,BacHum,A6,NA,NA,Negative,0
HH073,compost,Bacteroides fragilis,B1,34.08,0.98,Positive,1
HH073,compost,Blastocystis,B2,NA,NA,Negative,0
HH073,compost,Campylobacter,B3,NA,NA,Negative,0
HH073,compost,Clostridium difficile,B4,NA,NA,Equivocal,0
HH073,compost,CrAssphage,B5,NA,NA,Negative,0
HH073,compost,Cryptosporidium,B6,32.06,0.72,Positive,1
HH073,compost,Cyclospora,C1,NA,NA,Negative,0
HH073,compost,Dientamoeba fragilis,C2,NA,NA,Negative,0
HH073,compost,E. coli O157,C3,NA,NA,Negative,0
HH073,compost,EAEC,C4,33.7,0.19,Positive,1
HH073,compost,EPEC,C5,20.24,0.17,Positive,1
HH073,compost,ETEC,C6,NA,NA,Equivocal,0
HH073,compost,Entamoeba histolytica,D1,NA,NA,Negative,0
HH073,compost,Enterovirus,D2,NA,NA,Negative,0
HH073,compost,Giardia,D3,NA,NA,Negative,0
HH073,compost,HF183,D4,NA,NA,Negative,0
HH073,compost,Helicobacter pylori,D5,NA,NA,Negative,0
HH073,compost,Hepatitis A,D6,NA,NA,Negative,0
HH073,compost,Hepatitis E,E1,NA,NA,Negative,0
HH073,compost,Listeria monocytogenes,E2,NA,NA,Negative,0
HH073,compost,MS2,E3,NA,NA,Negative,0
HH073,compost,Necator,E4,32.54,0.41,Positive,1
HH073,compost,No Template Control,E5,NA,NA,Negative,0
HH073,compost,Norovirus GI,E6,25.75,0.64,Positive,1
HH073,compost,Norovirus GII,F1,30.06,0.58,Positive,1
HH073,compost,Rotavirus A,F2,NA,NA,Negative,0
HH073,compost,STEC,F3,NA,NA,Negative,0
HH073,compost,Salmonella,F4,NA,NA,Negative,0
HH073,compost,Sapovirus,F5,NA,NA,Negative,0
HH073,compost,Shigella,F6,NA,NA,Negative,0
HH073,compost,Sketa22,G1,NA,NA,Negative,0
HH073,compost,Spiked_Extraction_Control,G2,NA,NA,Negative,0
HH073,compost,Strongyloides,G3,33.87,0.29,Positive,1
HH073,compost,Trichuris,G4,NA,NA,Negative,0
HH073,compost,Vibrio cholerae,G5,29.28,0.43,Positive,1
HH073,compost,Yersinia enterocolitica,G6,NA,NA,Negative,0
HH073,compost,blaCTX-M,H1,NA,NA,Negative,0
HH073,compost,blaNDM,H2,30.07,0.61,Positive,1
HH073,compost,mecA,H3,NA,NA,Negative,0
HH073,compost,qnrS,H4,33.55,0.66,Positive,1
HH073,compost,sul1,H5,NA,NA,Negative,0
HH073,compost,tetA,H6,NA,NA,Negative,0
HH073,effluent,Adenovirus 40/41,A1,21.4,0.56,Positive,1
HH073,effluent,Aeromonas,A2,NA,NA,Equivocal,0
HH073,effluent,Ancylostoma,A3,NA,NA,Negative,0
HH073,effluent,Ascaris,A4,NA,NA,Negative,0
HH073,effluent,Astrovirus,A5,NA,NA,Negative,0
HH073,effluent,BacHum,A6,NA,NA,Equivocal,0
HH073,effluent,Bacteroides fragilis,B1,21.85,0.7,Positive,1
HH073,effluent,Blastocystis,B2,NA,NA,Equivocal,0
HH073,effluent,Campylobacter,B3,25.09,0.58,Positive,1
HH073,effluent,Clostridium difficile,B4,27.16,0.7,Positive,1
HH073,effluent,CrAssphage,B5,NA,NA,Negative,0
HH073,effluent,Cryptosporidium,B6,27.03,0.39,Positive,1
HH073,effluent,Cyclospora,C1,NA,NA,Negative,0
HH073,effluent,Dientamoeba fragilis,C2,NA,NA,Negative,0
HH073,effluent,E. coli O157,C3,NA,NA,Negative,0
HH073,effluent,EAEC,C4,NA,NA,Negative,0
HH073,effluent,EPEC,C5,27.65,0.42,Positive,1
HH073,effluent,ETEC,C6,NA,NA,Equivocal,0
HH073,effluent,Entamoeba histolytica,D1,26.21,0.71,Positive,1
HH073,effluent,Enterovirus,D2,NA,NA,Negative,0
HH073,effluent,Giardia,D3,28.11,0.59,Positive,1
HH073,effluent,HF183,D4,NA,NA,Negative,0
HH073,effluent,Helicobacter pylori,D5,NA,NA,Negative,0
HH073,effluent,Hepatitis A,D6,33.19,0.63,Positive,1
HH073,effluent,Hepatitis E,E1,32.99,0.19,Positive,1
HH073,effluent,Listeria monocytogenes,E2,NA,NA,Negative,0
HH073,effluent,MS2,E3,NA,NA,Negative,0
HH073,effluent,Necator,E4,25.78,0.12,Positive,1
HH073,effluent,No Template Control,E5,NA,NA,Negative,0
HH073,effluent,Norovirus GI,E6,26.98,0.85,Positive,1
HH073,effluent,Norovirus GII,F1,NA,NA,Negative,0
HH073,effluent,Rotavirus A,F2,NA,NA,Negative,0
HH073,effluent,STEC,F3,27.42,0.61,Positive,1
HH073,effluent,Salmonella,F4,33.65,0.21,Positive,1
HH073,effluent,Sapovirus,F5,NA,NA,Negative,0
HH073,effluent,Shigella,F6,NA,NA,Equivocal,0
HH073,effluent,Sketa22,G1,20.7,0.45,Positive,1
HH073,effluent,Spiked_Extraction_Control,G2,NA,NA,Equivocal,0
HH073,effluent,Strongyloides,G3,28.91,0.93,Positive,1
HH073,effluent,Trichuris,G4,NA,NA,Negative,0
HH073,effluent,Vibrio cholerae,G5,23.34,0.41,Positive,1
HH073,effluent,Yersinia enterocolitica,G6,NA,NA,Negative,0
HH073,effluent,blaCTX-M,H1,NA,NA,Negative,0
HH073,effluent,blaNDM,H2,27.07,0.28,Positive,1
HH073,effluent,mecA,H3,NA,NA,Negative,0
HH073,effluent,qnrS,H4,24.79,0.5,Positive,1
HH073,effluent,sul1,H5,NA,NA,Negative,0
HH073,effluent,tetA,H6,NA,NA,Negative,0
HH073,produce,Adenovirus 40/41,A1,32.81,0.24,Positive,1
HH073,produce,Aeromonas,A2,34.36,0.28,Positive,1
HH073,produce,Ancylostoma,A3,NA,NA,Equivocal,0
HH073,produce,Ascaris,A4,NA,NA,Negative,0
HH073,produce,Astrovirus,A5,33.56,0.42,Positive,1
HH073,produce,BacHum,A6,NA,NA,Negative,0
HH073,produce,Bacteroides fragilis,B1,NA,NA,Negative,0
HH073,produce,Blastocystis,B2,NA,NA,Equivocal,0
HH073,produce,Campylobacter,B3,NA,NA,Negative,0
HH073,produce,Clostridium difficile,B4,NA,NA,Negative,0
HH073,produce,CrAssphage,B5,NA,NA,Negative,0
HH073,produce,Cryptosporidium,B6,NA,NA,Negative,0
HH073,produce,Cyclospora,C1,NA,NA,Negative,0
HH073,produce,Dientamoeba fragilis,C2,NA,NA,Negative,0
HH073,produce,E. coli O157,C3,NA,NA,Negative,0
HH073,produce,EAEC,C4,27.01,0.72,Positive,1
HH073,produce,EPEC,C5,32.91,0.71,Positive,1
HH073,produce,ETEC,C6,NA,NA,Negative,0
HH073,produce,Entamoeba histolytica,D1,NA,NA,Negative,0
HH073,produce,Enterovirus,D2,NA,NA,Negative,0
HH073,produce,Giardia,D3,20.12,0.52,Positive,1
HH073,produce,HF183,D4,NA,NA,Negative,0
HH073,produce,Helicobacter pylori,D5,NA,NA,Negative,0
HH073,produce,Hepatitis A,D6,NA,NA,Negative,0
HH073,produce,Hepatitis E,E1,NA,NA,Negative,0
HH073,produce,Listeria monocytogenes,E2,21.98,0.82,Positive,1
HH073,produce,MS2,E3,NA,NA,Negative,0
HH073,produce,Necator,E4,NA,NA,Negative,0
HH073,produce,No Template Control,E5,NA,NA,Negative,0
HH073,produce,Norovirus GI,E6,NA,NA,Negative,0
HH073,produce,Norovirus GII,F1,22.78,0.12,Positive,1
HH073,produce,Rotavirus A,F2,NA,NA,Negative,0
HH073,produce,STEC,F3,NA,NA,Negative,0
